TestID,Platform,GPU,Case,B,M,N,K,Dtype,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
203,ROCm,Graphics,Qwen3-30B-A3B-GateUP,4,16384,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
204,ROCm,Graphics,Qwen3-30B-A3B-Down,4,16384,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
205,ROCm,Graphics,Qwen3-30B-A3B-GateUP,8,512,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
206,ROCm,Graphics,Qwen3-30B-A3B-Down,8,512,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
207,ROCm,Graphics,Qwen3-30B-A3B-GateUP,8,1024,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
208,ROCm,Graphics,Qwen3-30B-A3B-Down,8,1024,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
209,ROCm,Graphics,Qwen3-30B-A3B-GateUP,8,2048,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
210,ROCm,Graphics,Qwen3-30B-A3B-Down,8,2048,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
211,ROCm,Graphics,Qwen3-30B-A3B-GateUP,8,4096,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
212,ROCm,Graphics,Qwen3-30B-A3B-Down,8,4096,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
213,ROCm,Graphics,Qwen3-30B-A3B-GateUP,8,8192,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
214,ROCm,Graphics,Qwen3-30B-A3B-Down,8,8192,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
215,ROCm,Graphics,Qwen3-30B-A3B-GateUP,8,16384,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
216,ROCm,Graphics,Qwen3-30B-A3B-Down,8,16384,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
217,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,512,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
218,ROCm,Graphics,Qwen3-30B-A3B-Down,16,512,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
219,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,1024,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
220,ROCm,Graphics,Qwen3-30B-A3B-Down,16,1024,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
221,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,2048,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
222,ROCm,Graphics,Qwen3-30B-A3B-Down,16,2048,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
223,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,4096,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
224,ROCm,Graphics,Qwen3-30B-A3B-Down,16,4096,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
225,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,8192,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
226,ROCm,Graphics,Qwen3-30B-A3B-Down,16,8192,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
227,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,16384,4096,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
228,ROCm,Graphics,Qwen3-30B-A3B-Down,16,16384,2048,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
229,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,512,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
230,ROCm,Graphics,Qwen3-235B-A22B-Down,4,512,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
231,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,1024,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
232,ROCm,Graphics,Qwen3-235B-A22B-Down,4,1024,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
233,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,2048,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
234,ROCm,Graphics,Qwen3-235B-A22B-Down,4,2048,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
235,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,4096,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
236,ROCm,Graphics,Qwen3-235B-A22B-Down,4,4096,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
237,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,8192,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
238,ROCm,Graphics,Qwen3-235B-A22B-Down,4,8192,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
239,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,16384,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
240,ROCm,Graphics,Qwen3-235B-A22B-Down,4,16384,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
241,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,512,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
242,ROCm,Graphics,Qwen3-235B-A22B-Down,8,512,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
243,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,1024,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
244,ROCm,Graphics,Qwen3-235B-A22B-Down,8,1024,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
245,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,2048,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
246,ROCm,Graphics,Qwen3-235B-A22B-Down,8,2048,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
247,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,4096,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
248,ROCm,Graphics,Qwen3-235B-A22B-Down,8,4096,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
249,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,8192,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
250,ROCm,Graphics,Qwen3-235B-A22B-Down,8,8192,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
251,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,16384,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
252,ROCm,Graphics,Qwen3-235B-A22B-Down,8,16384,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
253,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,512,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
254,ROCm,Graphics,Qwen3-235B-A22B-Down,16,512,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
255,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,1024,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
256,ROCm,Graphics,Qwen3-235B-A22B-Down,16,1024,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
257,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,2048,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
258,ROCm,Graphics,Qwen3-235B-A22B-Down,16,2048,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
259,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,4096,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
260,ROCm,Graphics,Qwen3-235B-A22B-Down,16,4096,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
261,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,8192,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
262,ROCm,Graphics,Qwen3-235B-A22B-Down,16,8192,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
263,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,16384,8192,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
264,ROCm,Graphics,Qwen3-235B-A22B-Down,16,16384,4096,4096,bf16,ERROR,ERROR,0.00,ERROR,0.00
265,ROCm,Graphics,Mixtral-8x7B-GateUP,1,512,28672,4096,bf16,PASS,0.09,1401.56,3.40,70.78
266,ROCm,Graphics,Mixtral-8x7B-Down,1,512,4096,14336,bf16,PASS,0.06,1001.84,1.75,68.72
267,ROCm,Graphics,Mixtral-8x7B-GateUP,1,1024,28672,4096,bf16,PASS,0.13,1827.03,6.65,72.33
268,ROCm,Graphics,Mixtral-8x7B-Down,1,1024,4096,14336,bf16,PASS,0.09,1383.56,3.37,71.30
269,ROCm,Graphics,Mixtral-8x7B-GateUP,1,2048,28672,4096,bf16,PASS,0.25,1905.44,13.07,73.61
270,ROCm,Graphics,Mixtral-8x7B-Down,1,2048,4096,14336,bf16,PASS,0.13,1905.98,6.60,72.89
271,ROCm,Graphics,Mixtral-8x7B-GateUP,1,4096,28672,4096,bf16,PASS,0.47,2049.07,25.93,74.20
272,ROCm,Graphics,Mixtral-8x7B-Down,1,4096,4096,14336,bf16,PASS,0.20,2384.57,13.21,72.85
273,ROCm,Graphics,Mixtral-8x7B-GateUP,1,8192,28672,4096,bf16,PASS,0.95,2023.11,51.93,74.11
274,ROCm,Graphics,Mixtral-8x7B-Down,1,8192,4096,14336,bf16,PASS,0.41,2357.89,27.38,70.29
275,ROCm,Graphics,Mixtral-8x7B-GateUP,1,16384,28672,4096,bf16,PASS,1.92,2003.47,105.68,72.83
276,ROCm,Graphics,Mixtral-8x7B-Down,1,16384,4096,14336,bf16,PASS,0.82,2359.25,56.56,68.03
277,ROCm,Graphics,Mixtral-8x22B-GateUP,1,512,32768,6144,bf16,PASS,0.13,1563.62,5.80,71.14
278,ROCm,Graphics,Mixtral-8x22B-Down,1,512,6144,16384,bf16,PASS,0.08,1276.82,3.00,68.74
279,ROCm,Graphics,Mixtral-8x22B-GateUP,1,1024,32768,6144,bf16,PASS,0.20,2088.52,11.39,72.40
280,ROCm,Graphics,Mixtral-8x22B-Down,1,1024,6144,16384,bf16,PASS,0.12,1736.06,5.77,71.45
281,ROCm,Graphics,Mixtral-8x22B-GateUP,1,2048,32768,6144,bf16,PASS,0.37,2216.95,22.53,73.20
282,ROCm,Graphics,Mixtral-8x22B-Down,1,2048,6144,16384,bf16,PASS,0.19,2178.09,11.33,72.80
283,ROCm,Graphics,Mixtral-8x22B-GateUP,1,4096,32768,6144,bf16,PASS,0.74,2214.10,45.05,73.23
284,ROCm,Graphics,Mixtral-8x22B-Down,1,4096,6144,16384,bf16,PASS,0.38,2198.24,22.94,71.90
285,ROCm,Graphics,Mixtral-8x22B-GateUP,1,8192,32768,6144,bf16,PASS,1.50,2202.40,90.82,72.64
286,ROCm,Graphics,Mixtral-8x22B-Down,1,8192,6144,16384,bf16,PASS,0.70,2352.12,47.95,68.79
287,ROCm,Graphics,Mixtral-8x22B-GateUP,1,16384,32768,6144,bf16,PASS,3.05,2160.11,187.48,70.38
288,ROCm,Graphics,Mixtral-8x22B-Down,1,16384,6144,16384,bf16,PASS,1.41,2338.47,98.44,67.02
289,ROCm,Graphics,Kimi-K2-GateUP,12,512,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
290,ROCm,Graphics,Kimi-K2-Down,12,512,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
291,ROCm,Graphics,Kimi-K2-GateUP,12,1024,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
292,ROCm,Graphics,Kimi-K2-Down,12,1024,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
293,ROCm,Graphics,Kimi-K2-GateUP,12,2048,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
294,ROCm,Graphics,Kimi-K2-Down,12,2048,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
295,ROCm,Graphics,Kimi-K2-GateUP,12,4096,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
296,ROCm,Graphics,Kimi-K2-Down,12,4096,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
297,ROCm,Graphics,Kimi-K2-GateUP,12,8192,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
298,ROCm,Graphics,Kimi-K2-Down,12,8192,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
299,ROCm,Graphics,Kimi-K2-GateUP,12,16384,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
300,ROCm,Graphics,Kimi-K2-Down,12,16384,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
301,ROCm,Graphics,Kimi-K2-GateUP,24,512,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
302,ROCm,Graphics,Kimi-K2-Down,24,512,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
303,ROCm,Graphics,Kimi-K2-GateUP,24,1024,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
304,ROCm,Graphics,Kimi-K2-Down,24,1024,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
305,ROCm,Graphics,Kimi-K2-GateUP,24,2048,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
306,ROCm,Graphics,Kimi-K2-Down,24,2048,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
307,ROCm,Graphics,Kimi-K2-GateUP,24,4096,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
308,ROCm,Graphics,Kimi-K2-Down,24,4096,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
309,ROCm,Graphics,Kimi-K2-GateUP,24,8192,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
310,ROCm,Graphics,Kimi-K2-Down,24,8192,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
311,ROCm,Graphics,Kimi-K2-GateUP,24,16384,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
312,ROCm,Graphics,Kimi-K2-Down,24,16384,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
313,ROCm,Graphics,Kimi-K2-GateUP,48,512,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
314,ROCm,Graphics,Kimi-K2-Down,48,512,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
315,ROCm,Graphics,Kimi-K2-GateUP,48,1024,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
316,ROCm,Graphics,Kimi-K2-Down,48,1024,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
317,ROCm,Graphics,Kimi-K2-GateUP,48,2048,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
318,ROCm,Graphics,Kimi-K2-Down,48,2048,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
319,ROCm,Graphics,Kimi-K2-GateUP,48,4096,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
320,ROCm,Graphics,Kimi-K2-Down,48,4096,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
321,ROCm,Graphics,Kimi-K2-GateUP,48,8192,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
322,ROCm,Graphics,Kimi-K2-Down,48,8192,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
323,ROCm,Graphics,Kimi-K2-GateUP,48,16384,4096,7168,bf16,ERROR,ERROR,0.00,ERROR,0.00
324,ROCm,Graphics,Kimi-K2-Down,48,16384,7168,2048,bf16,ERROR,ERROR,0.00,ERROR,0.00
325,ROCm,Graphics,MoE-1T-GateUP,7,512,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
326,ROCm,Graphics,MoE-1T-Down,7,512,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
327,ROCm,Graphics,MoE-1T-GateUP,7,1024,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
328,ROCm,Graphics,MoE-1T-Down,7,1024,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
329,ROCm,Graphics,MoE-1T-GateUP,7,2048,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
330,ROCm,Graphics,MoE-1T-Down,7,2048,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
331,ROCm,Graphics,MoE-1T-GateUP,7,4096,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
332,ROCm,Graphics,MoE-1T-Down,7,4096,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
333,ROCm,Graphics,MoE-1T-GateUP,7,8192,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
334,ROCm,Graphics,MoE-1T-Down,7,8192,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
335,ROCm,Graphics,MoE-1T-GateUP,7,16384,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
336,ROCm,Graphics,MoE-1T-Down,7,16384,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
337,ROCm,Graphics,MoE-1T-GateUP,14,512,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
338,ROCm,Graphics,MoE-1T-Down,14,512,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
339,ROCm,Graphics,MoE-1T-GateUP,14,1024,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
340,ROCm,Graphics,MoE-1T-Down,14,1024,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
341,ROCm,Graphics,MoE-1T-GateUP,14,2048,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
342,ROCm,Graphics,MoE-1T-Down,14,2048,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
343,ROCm,Graphics,MoE-1T-GateUP,14,4096,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
344,ROCm,Graphics,MoE-1T-Down,14,4096,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
345,ROCm,Graphics,MoE-1T-GateUP,14,8192,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
346,ROCm,Graphics,MoE-1T-Down,14,8192,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
347,ROCm,Graphics,MoE-1T-GateUP,14,16384,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
348,ROCm,Graphics,MoE-1T-Down,14,16384,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
349,ROCm,Graphics,MoE-1T-GateUP,28,512,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
350,ROCm,Graphics,MoE-1T-Down,28,512,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
351,ROCm,Graphics,MoE-1T-GateUP,28,1024,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
352,ROCm,Graphics,MoE-1T-Down,28,1024,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
353,ROCm,Graphics,MoE-1T-GateUP,28,2048,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
354,ROCm,Graphics,MoE-1T-Down,28,2048,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
355,ROCm,Graphics,MoE-1T-GateUP,28,4096,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
356,ROCm,Graphics,MoE-1T-Down,28,4096,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
357,ROCm,Graphics,MoE-1T-GateUP,28,8192,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
358,ROCm,Graphics,MoE-1T-Down,28,8192,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
359,ROCm,Graphics,MoE-1T-GateUP,28,16384,3840,8192,bf16,ERROR,ERROR,0.00,ERROR,0.00
360,ROCm,Graphics,MoE-1T-Down,28,16384,8192,1920,bf16,ERROR,ERROR,0.00,ERROR,0.00
