TestID,Platform,GPU,Case,B,M,N,K,Dtype,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
217,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,512,4096,2048,bf16,PASS,0.12,1149.43,0.42,652.49
218,ROCm,Graphics,Qwen3-30B-A3B-Down,16,512,2048,2048,bf16,PASS,0.07,1028.24,0.24,584.84
219,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,1024,4096,2048,bf16,PASS,0.23,1213.57,0.65,840.96
220,ROCm,Graphics,Qwen3-30B-A3B-Down,16,1024,2048,2048,bf16,PASS,0.12,1176.69,0.36,761.38
221,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,2048,4096,2048,bf16,PASS,0.45,1227.31,1.13,977.00
222,ROCm,Graphics,Qwen3-30B-A3B-Down,16,2048,2048,2048,bf16,PASS,0.23,1215.95,0.62,887.11
223,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,4096,4096,2048,bf16,PASS,0.88,1244.90,2.07,1062.94
224,ROCm,Graphics,Qwen3-30B-A3B-Down,16,4096,2048,2048,bf16,PASS,0.44,1236.17,1.13,972.72
225,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,8192,4096,2048,bf16,PASS,1.73,1269.99,3.98,1105.37
226,ROCm,Graphics,Qwen3-30B-A3B-Down,16,8192,2048,2048,bf16,PASS,0.87,1258.88,2.15,1021.05
227,ROCm,Graphics,Qwen3-30B-A3B-GateUP,16,16384,4096,2048,bf16,PASS,3.44,1277.20,7.74,1136.64
228,ROCm,Graphics,Qwen3-30B-A3B-Down,16,16384,2048,2048,bf16,PASS,1.73,1273.00,4.20,1047.07
229,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,512,8192,4096,bf16,PASS,0.11,1288.11,0.47,581.88
230,ROCm,Graphics,Qwen3-235B-A22B-Down,4,512,4096,4096,bf16,PASS,0.10,703.35,0.26,531.21
231,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,1024,8192,4096,bf16,PASS,0.20,1361.96,0.61,904.76
232,ROCm,Graphics,Qwen3-235B-A22B-Down,4,1024,4096,4096,bf16,PASS,0.10,1323.61,0.34,818.04
233,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,2048,8192,4096,bf16,PASS,0.40,1378.28,1.04,1057.28
234,ROCm,Graphics,Qwen3-235B-A22B-Down,4,2048,4096,4096,bf16,PASS,0.20,1351.29,0.57,966.30
235,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,4096,8192,4096,bf16,PASS,0.79,1393.77,1.92,1146.28
236,ROCm,Graphics,Qwen3-235B-A22B-Down,4,4096,4096,4096,bf16,PASS,0.40,1388.05,1.04,1057.40
237,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,8192,8192,4096,bf16,PASS,1.57,1404.49,3.82,1151.69
238,ROCm,Graphics,Qwen3-235B-A22B-Down,4,8192,4096,4096,bf16,PASS,0.78,1407.76,1.98,1111.40
239,ROCm,Graphics,Qwen3-235B-A22B-GateUP,4,16384,8192,4096,bf16,PASS,3.13,1404.11,7.54,1166.52
240,ROCm,Graphics,Qwen3-235B-A22B-Down,4,16384,4096,4096,bf16,PASS,1.55,1420.96,3.86,1138.51
241,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,512,8192,4096,bf16,PASS,0.21,1322.20,0.77,712.43
242,ROCm,Graphics,Qwen3-235B-A22B-Down,8,512,4096,4096,bf16,PASS,0.11,1286.93,0.42,660.82
243,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,1024,8192,4096,bf16,PASS,0.40,1371.56,1.20,918.30
244,ROCm,Graphics,Qwen3-235B-A22B-Down,8,1024,4096,4096,bf16,PASS,0.21,1339.65,0.65,844.93
245,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,2048,8192,4096,bf16,PASS,0.80,1376.27,2.06,1065.04
246,ROCm,Graphics,Qwen3-235B-A22B-Down,8,2048,4096,4096,bf16,PASS,0.40,1362.94,1.12,981.04
247,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,4096,8192,4096,bf16,PASS,1.58,1393.71,3.84,1145.36
248,ROCm,Graphics,Qwen3-235B-A22B-Down,8,4096,4096,4096,bf16,PASS,0.79,1387.10,2.06,1067.79
249,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,8192,8192,4096,bf16,PASS,3.14,1400.15,7.69,1143.85
250,ROCm,Graphics,Qwen3-235B-A22B-Down,8,8192,4096,4096,bf16,PASS,1.56,1410.25,3.95,1113.44
251,ROCm,Graphics,Qwen3-235B-A22B-GateUP,8,16384,8192,4096,bf16,PASS,6.26,1405.70,15.00,1172.47
252,ROCm,Graphics,Qwen3-235B-A22B-Down,8,16384,4096,4096,bf16,PASS,3.09,1421.34,7.78,1130.68
253,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,512,8192,4096,bf16,PASS,0.41,1327.82,1.52,725.36
254,ROCm,Graphics,Qwen3-235B-A22B-Down,16,512,4096,4096,bf16,PASS,0.21,1314.40,0.81,681.04
255,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,1024,8192,4096,bf16,PASS,0.81,1365.49,2.37,926.36
256,ROCm,Graphics,Qwen3-235B-A22B-Down,16,1024,4096,4096,bf16,PASS,0.41,1351.28,1.28,859.80
257,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,2048,8192,4096,bf16,PASS,1.59,1380.18,4.13,1064.50
258,ROCm,Graphics,Qwen3-235B-A22B-Down,16,2048,4096,4096,bf16,PASS,0.80,1370.29,2.23,988.21
259,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,4096,8192,4096,bf16,PASS,3.17,1389.50,7.75,1134.31
260,ROCm,Graphics,Qwen3-235B-A22B-Down,16,4096,4096,4096,bf16,PASS,1.58,1387.89,4.13,1064.48
261,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,8192,8192,4096,bf16,PASS,6.28,1401.34,15.31,1148.89
262,ROCm,Graphics,Qwen3-235B-A22B-Down,16,8192,4096,4096,bf16,PASS,3.12,1410.21,7.97,1103.97
263,ROCm,Graphics,Qwen3-235B-A22B-GateUP,16,16384,8192,4096,bf16,PASS,12.61,1394.95,29.86,1178.18
264,ROCm,Graphics,Qwen3-235B-A22B-Down,16,16384,4096,4096,bf16,PASS,6.20,1418.82,15.40,1142.58
265,ROCm,Graphics,Mixtral-8x7B-GateUP,1,512,28672,4096,bf16,PASS,0.09,1383.93,3.43,70.03
266,ROCm,Graphics,Mixtral-8x7B-Down,1,512,4096,14336,bf16,PASS,0.06,970.43,1.76,68.34
267,ROCm,Graphics,Mixtral-8x7B-GateUP,1,1024,28672,4096,bf16,PASS,0.13,1821.34,6.63,72.58
268,ROCm,Graphics,Mixtral-8x7B-Down,1,1024,4096,14336,bf16,PASS,0.09,1345.82,3.39,71.05
269,ROCm,Graphics,Mixtral-8x7B-GateUP,1,2048,28672,4096,bf16,PASS,0.25,1891.02,13.10,73.43
270,ROCm,Graphics,Mixtral-8x7B-Down,1,2048,4096,14336,bf16,PASS,0.13,1848.55,6.63,72.61
271,ROCm,Graphics,Mixtral-8x7B-GateUP,1,4096,28672,4096,bf16,PASS,0.47,2048.73,25.98,74.06
272,ROCm,Graphics,Mixtral-8x7B-Down,1,4096,4096,14336,bf16,PASS,0.20,2375.59,13.24,72.66
273,ROCm,Graphics,Mixtral-8x7B-GateUP,1,8192,28672,4096,bf16,PASS,0.94,2037.34,51.93,74.11
274,ROCm,Graphics,Mixtral-8x7B-Down,1,8192,4096,14336,bf16,PASS,0.40,2406.03,27.26,70.58
275,ROCm,Graphics,Mixtral-8x7B-GateUP,1,16384,28672,4096,bf16,PASS,1.91,2012.16,105.20,73.16
276,ROCm,Graphics,Mixtral-8x7B-Down,1,16384,4096,14336,bf16,PASS,0.80,2400.05,56.33,68.32
277,ROCm,Graphics,Mixtral-8x22B-GateUP,1,512,32768,6144,bf16,PASS,0.13,1554.98,5.86,70.36
278,ROCm,Graphics,Mixtral-8x22B-Down,1,512,6144,16384,bf16,PASS,0.08,1256.94,3.02,68.19
279,ROCm,Graphics,Mixtral-8x22B-GateUP,1,1024,32768,6144,bf16,PASS,0.20,2110.21,11.41,72.27
280,ROCm,Graphics,Mixtral-8x22B-Down,1,1024,6144,16384,bf16,PASS,0.12,1721.61,5.79,71.22
281,ROCm,Graphics,Mixtral-8x22B-GateUP,1,2048,32768,6144,bf16,PASS,0.37,2232.80,22.54,73.16
282,ROCm,Graphics,Mixtral-8x22B-Down,1,2048,6144,16384,bf16,PASS,0.19,2219.39,11.35,72.64
283,ROCm,Graphics,Mixtral-8x22B-GateUP,1,4096,32768,6144,bf16,PASS,0.74,2229.92,45.07,73.19
284,ROCm,Graphics,Mixtral-8x22B-Down,1,4096,6144,16384,bf16,PASS,0.37,2250.12,22.98,71.77
285,ROCm,Graphics,Mixtral-8x22B-GateUP,1,8192,32768,6144,bf16,PASS,1.47,2250.15,90.77,72.68
286,ROCm,Graphics,Mixtral-8x22B-Down,1,8192,6144,16384,bf16,PASS,0.69,2391.50,47.60,69.29
287,ROCm,Graphics,Mixtral-8x22B-GateUP,1,16384,32768,6144,bf16,PASS,2.96,2231.91,186.20,70.86
288,ROCm,Graphics,Mixtral-8x22B-Down,1,16384,6144,16384,bf16,PASS,1.38,2391.83,97.43,67.71
289,ROCm,Graphics,Kimi-K2-GateUP,12,512,4096,7168,bf16,PASS,0.33,1103.18,1.12,643.30
290,ROCm,Graphics,Kimi-K2-Down,12,512,7168,2048,bf16,PASS,0.17,1070.26,0.57,632.07
291,ROCm,Graphics,Kimi-K2-GateUP,12,1024,4096,7168,bf16,PASS,0.52,1386.50,1.76,819.24
292,ROCm,Graphics,Kimi-K2-Down,12,1024,7168,2048,bf16,PASS,0.32,1132.42,0.90,799.71
293,ROCm,Graphics,Kimi-K2-GateUP,12,2048,4096,7168,bf16,PASS,1.03,1401.00,3.00,960.99
294,ROCm,Graphics,Kimi-K2-Down,12,2048,7168,2048,bf16,PASS,0.60,1200.32,1.44,1002.08
295,ROCm,Graphics,Kimi-K2-GateUP,12,4096,4096,7168,bf16,PASS,2.04,1418.22,5.55,1040.35
296,ROCm,Graphics,Kimi-K2-Down,12,4096,7168,2048,bf16,PASS,1.14,1263.34,2.67,1081.63
297,ROCm,Graphics,Kimi-K2-GateUP,12,8192,4096,7168,bf16,PASS,4.05,1425.13,10.77,1072.11
298,ROCm,Graphics,Kimi-K2-Down,12,8192,7168,2048,bf16,PASS,2.25,1280.65,5.19,1112.12
299,ROCm,Graphics,Kimi-K2-GateUP,12,16384,4096,7168,bf16,PASS,8.09,1427.10,20.98,1100.72
300,ROCm,Graphics,Kimi-K2-Down,12,16384,7168,2048,bf16,PASS,4.46,1293.26,10.13,1139.13
301,ROCm,Graphics,Kimi-K2-GateUP,24,512,4096,7168,bf16,PASS,0.54,1347.00,2.23,648.57
302,ROCm,Graphics,Kimi-K2-Down,24,512,7168,2048,bf16,PASS,0.33,1086.22,1.09,661.85
303,ROCm,Graphics,Kimi-K2-GateUP,24,1024,4096,7168,bf16,PASS,1.04,1386.21,3.46,834.37
304,ROCm,Graphics,Kimi-K2-Down,24,1024,7168,2048,bf16,PASS,0.61,1186.89,1.61,897.79
305,ROCm,Graphics,Kimi-K2-GateUP,24,2048,4096,7168,bf16,PASS,2.06,1400.73,6.01,960.87
306,ROCm,Graphics,Kimi-K2-Down,24,2048,7168,2048,bf16,PASS,1.18,1225.65,2.79,1035.46
307,ROCm,Graphics,Kimi-K2-GateUP,24,4096,4096,7168,bf16,PASS,4.07,1416.59,11.19,1031.68
308,ROCm,Graphics,Kimi-K2-Down,24,4096,7168,2048,bf16,PASS,2.30,1253.98,5.22,1106.20
309,ROCm,Graphics,Kimi-K2-GateUP,24,8192,4096,7168,bf16,PASS,8.13,1420.74,21.48,1074.79
310,ROCm,Graphics,Kimi-K2-Down,24,8192,7168,2048,bf16,PASS,4.55,1268.45,10.12,1140.97
311,ROCm,Graphics,Kimi-K2-GateUP,24,16384,4096,7168,bf16,PASS,16.23,1422.60,41.70,1107.36
312,ROCm,Graphics,Kimi-K2-Down,24,16384,7168,2048,bf16,PASS,9.07,1272.78,19.84,1163.55
313,ROCm,Graphics,Kimi-K2-GateUP,48,512,4096,7168,bf16,PASS,1.08,1337.99,4.45,648.77
314,ROCm,Graphics,Kimi-K2-Down,48,512,7168,2048,bf16,PASS,0.64,1127.32,2.02,713.47
315,ROCm,Graphics,Kimi-K2-GateUP,48,1024,4096,7168,bf16,PASS,2.09,1379.81,6.96,829.63
316,ROCm,Graphics,Kimi-K2-Down,48,1024,7168,2048,bf16,PASS,1.20,1198.00,3.20,903.11
317,ROCm,Graphics,Kimi-K2-GateUP,48,2048,4096,7168,bf16,PASS,4.14,1393.17,12.13,951.66
318,ROCm,Graphics,Kimi-K2-Down,48,2048,7168,2048,bf16,PASS,2.40,1204.56,5.60,1030.38
319,ROCm,Graphics,Kimi-K2-GateUP,48,4096,4096,7168,bf16,PASS,8.18,1410.77,22.35,1032.88
320,ROCm,Graphics,Kimi-K2-Down,48,4096,7168,2048,bf16,PASS,4.71,1225.67,10.43,1107.27
321,ROCm,Graphics,Kimi-K2-GateUP,48,8192,4096,7168,bf16,PASS,16.36,1411.24,42.76,1080.02
322,ROCm,Graphics,Kimi-K2-Down,48,8192,7168,2048,bf16,PASS,9.32,1238.68,20.31,1137.06
323,ROCm,Graphics,Kimi-K2-GateUP,48,16384,4096,7168,bf16,PASS,32.71,1411.92,83.84,1101.61
324,ROCm,Graphics,Kimi-K2-Down,48,16384,7168,2048,bf16,PASS,18.55,1244.96,39.53,1168.27
325,ROCm,Graphics,MoE-1T-GateUP,7,512,3840,8192,bf16,PASS,0.19,1192.88,0.65,697.19
326,ROCm,Graphics,MoE-1T-Down,7,512,8192,1920,bf16,PASS,0.11,1043.50,0.45,504.43
327,ROCm,Graphics,MoE-1T-GateUP,7,1024,3840,8192,bf16,PASS,0.36,1249.24,1.04,864.57
328,ROCm,Graphics,MoE-1T-Down,7,1024,8192,1920,bf16,PASS,0.21,1088.88,0.58,783.21
329,ROCm,Graphics,MoE-1T-GateUP,7,2048,3840,8192,bf16,PASS,0.71,1274.81,1.79,1008.75
330,ROCm,Graphics,MoE-1T-Down,7,2048,8192,1920,bf16,PASS,0.38,1201.56,0.99,912.39
331,ROCm,Graphics,MoE-1T-GateUP,7,4096,3840,8192,bf16,PASS,1.29,1398.70,3.47,1040.47
332,ROCm,Graphics,MoE-1T-Down,7,4096,8192,1920,bf16,PASS,0.73,1229.42,1.81,997.99
333,ROCm,Graphics,MoE-1T-GateUP,7,8192,3840,8192,bf16,PASS,2.55,1415.01,6.83,1056.85
334,ROCm,Graphics,MoE-1T-Down,7,8192,8192,1920,bf16,PASS,1.44,1250.66,3.33,1084.28
335,ROCm,Graphics,MoE-1T-GateUP,7,16384,3840,8192,bf16,PASS,4.98,1448.32,13.52,1067.15
336,ROCm,Graphics,MoE-1T-Down,7,16384,8192,1920,bf16,PASS,2.86,1260.30,6.54,1102.67
337,ROCm,Graphics,MoE-1T-GateUP,14,512,3840,8192,bf16,PASS,0.38,1200.60,1.27,710.99
338,ROCm,Graphics,MoE-1T-Down,14,512,8192,1920,bf16,PASS,0.21,1060.66,0.73,621.60
339,ROCm,Graphics,MoE-1T-GateUP,14,1024,3840,8192,bf16,PASS,0.71,1264.80,2.00,903.71
340,ROCm,Graphics,MoE-1T-Down,14,1024,8192,1920,bf16,PASS,0.38,1200.43,1.13,795.59
341,ROCm,Graphics,MoE-1T-GateUP,14,2048,3840,8192,bf16,PASS,1.30,1387.75,3.54,1018.49
342,ROCm,Graphics,MoE-1T-Down,14,2048,8192,1920,bf16,PASS,0.75,1208.42,1.96,921.35
343,ROCm,Graphics,MoE-1T-GateUP,14,4096,3840,8192,bf16,PASS,2.57,1406.43,6.86,1051.63
344,ROCm,Graphics,MoE-1T-Down,14,4096,8192,1920,bf16,PASS,1.46,1234.92,3.48,1036.08
345,ROCm,Graphics,MoE-1T-GateUP,14,8192,3840,8192,bf16,PASS,5.00,1442.96,13.50,1068.97
346,ROCm,Graphics,MoE-1T-Down,14,8192,8192,1920,bf16,PASS,2.90,1245.89,6.70,1076.72
347,ROCm,Graphics,MoE-1T-GateUP,14,16384,3840,8192,bf16,PASS,9.87,1462.65,26.42,1092.29
348,ROCm,Graphics,MoE-1T-Down,14,16384,8192,1920,bf16,PASS,5.76,1253.45,13.03,1107.83
349,ROCm,Graphics,MoE-1T-GateUP,28,512,3840,8192,bf16,PASS,0.74,1218.69,2.45,736.23
350,ROCm,Graphics,MoE-1T-Down,28,512,8192,1920,bf16,PASS,0.39,1159.47,1.43,631.04
351,ROCm,Graphics,MoE-1T-GateUP,28,1024,3840,8192,bf16,PASS,1.32,1370.95,3.97,909.20
352,ROCm,Graphics,MoE-1T-Down,28,1024,8192,1920,bf16,PASS,0.76,1186.66,2.25,801.45
353,ROCm,Graphics,MoE-1T-GateUP,28,2048,3840,8192,bf16,PASS,2.59,1394.61,7.11,1014.95
354,ROCm,Graphics,MoE-1T-Down,28,2048,8192,1920,bf16,PASS,1.50,1201.61,3.78,953.45
355,ROCm,Graphics,MoE-1T-GateUP,28,4096,3840,8192,bf16,PASS,5.04,1432.78,13.70,1053.13
356,ROCm,Graphics,MoE-1T-Down,28,4096,8192,1920,bf16,PASS,2.96,1218.70,7.02,1027.68
357,ROCm,Graphics,MoE-1T-GateUP,28,8192,3840,8192,bf16,PASS,9.92,1454.19,26.70,1080.94
358,ROCm,Graphics,MoE-1T-Down,28,8192,8192,1920,bf16,PASS,5.86,1230.90,13.34,1082.04
359,ROCm,Graphics,MoE-1T-GateUP,28,16384,3840,8192,bf16,PASS,19.70,1465.11,52.23,1105.29
360,ROCm,Graphics,MoE-1T-Down,28,16384,8192,1920,bf16,PASS,11.67,1236.15,26.13,1104.61
